38 Sea Zone  (5453,2940)  (5393,2924)  (5334,2879)  (5276,2846)  (5240,2788)  (5514,2973)  (5509,3031)  | overflowToLeft=false
107 Sea Zone  (1967,1163)  (1907,1222)  (1907,1162)  (2026,1223)  (1967,1103)  (2027,1103)  (2027,1163)  (1905,1102)  (1958,1282)  (1898,1282)  (2082,1283)  (1965,1043)  (2025,1043)  (1853,1042)  (1934,1342)  (1874,1342)  (1913,983)  (1973,983)  (2033,983)  (1853,982)  (2093,938)  (1935,1402)  (1875,1402)  (1913,923)  (1973,923)  (2033,923)  (1853,922)  (1945,1462)  (1885,1462)  | overflowToLeft=false
Scotland  (2371,358)  (2371,418)  (2429,343)  (2370,298)  (2430,283)  (2392,478)  | overflowToLeft=false
113 Sea Zone  (2302,842)  (2242,882)  (2361,902)  (2362,837)  (2422,839)  (2482,839)  (2533,611)  (2545,732)  (2549,671)  (2593,572)  (2609,632)  (2609,692)  (2669,659)  | overflowToLeft=false
12 Sea Zone  (9028,1546)  (8968,1605)  (8968,1545)  (9087,1606)  (9028,1486)  (9088,1486)  (9088,1546)  (8966,1485)  (9027,1665)  (8967,1665)  (8908,1605)  (8908,1545)  (9147,1606)  (9147,1666)  (9087,1666)  (8907,1666)  (9026,1426)  (9086,1426)  (9146,1426)  (9148,1486)  (9148,1546)  (8906,1485)  (8906,1425)  (8966,1425)  (9027,1725)  (8967,1725)  (9190,1726)  (9130,1726)  (8907,1726)  | overflowToLeft=false
French Madagascar  (3776,3537)  (3716,3596)  (3716,3536)  (3818,3597)  (3776,3477)  (3836,3477)  (3836,3537)  (3758,3656)  (3698,3656)  (3877,3417)  (3750,3716)  (3690,3716)  | overflowToLeft=false
1 Sea Zone  (8742,384)  (8682,443)  (8682,383)  (8801,444)  (8742,324)  (8802,324)  (8802,384)  (8680,323)  (8622,479)  (8622,419)  (8861,444)  (8740,264)  (8862,294)  (8862,354)  (8620,359)  (8620,299)  (8680,263)  (8562,479)  (8562,419)  (8921,432)  | overflowToLeft=false
88 Sea Zone  (1648,2334)  (1682,2394)  (1622,2274)  (1682,2274)  (1622,2417)  (1562,2226)  (1682,2454)  (1622,2214)  (1682,2214)  (1622,2477)  (1562,2479)  (1502,2193)  (1636,2537)  (1576,2539)  (1442,2181)  (1573,2599)  | overflowToLeft=false
Hainan  (5716,2341)  | overflowToLeft=false
79 Sea Zone  (4229,2997)  (4169,3056)  (4169,2996)  (4288,3057)  (4229,2937)  (4289,2937)  (4289,2997)  (4167,2936)  (4228,3116)  (4168,3116)  (4109,3056)  (4109,2996)  (4348,3057)  (4348,3117)  (4288,3117)  (4108,3117)  (4227,2877)  (4287,2877)  (4347,2877)  (4349,2937)  (4349,2997)  (4107,2936)  (4107,2876)  (4167,2876)  (4407,2821)  (4228,3176)  (4168,3176)  (4049,3057)  (4049,2997)  (4408,3057)  (4408,3117)  (4408,3177)  (4348,3177)  (4288,3177)  (4108,3177)  (4048,3177)  (4048,3117)  (4409,2881)  (4409,2941)  (4047,2937)  (4047,2877)  | overflowToLeft=false
Russia  (4077,525)  (4017,524)  (4136,525)  (4196,526)  (4015,583)  (4074,584)  (4134,583)  (4194,586)  (4013,641)  (4073,642)  (4134,642)  | overflowToLeft=false
Karelia  (3457,288)  (3517,288)  (3361,157)  (3361,96)  (3422,96)  | overflowToLeft=false
Kiangsu  (5960,1615)  (5988,1675)  (5928,1675)  (5922,1555)  (5982,1555)  (6020,1615)  | overflowToLeft=false
Kursk  (3937,943)  (3877,956)  (3995,1003)  (3997,920)  | overflowToLeft=false
Kiangsi  (5717,1826)  (5777,1825)  (5771,1885)  (5716,1766)  (5775,1767)  | overflowToLeft=false
Alaska  (8618,72)  (8558,131)  (8558,71)  (8677,132)  (8618,12)  (8678,12)  (8678,72)  (8556,11)  (8540,191)  (8498,131)  (8498,71)  (8737,132)  (8738,1)  (8738,61)  (8496,11)  (8480,209)  (8779,192)  (8438,149)  (8438,89)  (8797,121)  (8798,1)  (8798,61)  (8436,29)  (8492,269)  (8420,252)  (8839,181)  (8378,192)  (8378,132)  (8857,121)  (8858,1)  (8858,61)  (8376,10)  (8899,181)  (8318,192)  (8917,121)  (8918,1)  (8918,61)  (8316,9)  (8957,262)  (8967,322)  | overflowToLeft=false
Northern Manchuria  (6168,578)  (6108,578)  (6228,577)  (6287,577)  (6286,636)  (6345,636)  (6405,636)  (6342,695)  (6403,696)  (6343,753)  (6343,813)  | overflowToLeft=false
129 Sea Zone  (3050,1)  (3110,0)  | overflowToLeft=false
Korea  (6435,1037)  (6374,1037)  (6496,1036)  (6435,1097)  (6375,1096)  (6494,1096)  | overflowToLeft=false
Romania  (3409,1318)  (3348,1318)  (3470,1318)  | overflowToLeft=false
Hunan  (5599,1875)  (5539,1861)  (5658,1935)  (5598,1935)  (5599,1815)  | overflowToLeft=false
Quebec  (754,525)  (813,525)  (871,525)  (754,584)  (814,584)  (871,584)  (754,642)  (814,643)  | overflowToLeft=false
Uzbekistan  (4477,1559)  (4417,1572)  (4417,1512)  (4536,1619)  (4537,1542)  (4357,1574)  (4596,1602)  (4596,1662)  | overflowToLeft=false
31 Sea Zone  (7947,2400)  (8007,2400)  (8067,2400)  (8128,2400)  (8188,2401)  (8247,2401)  (7947,2460)  (8007,2460)  (8067,2459)  (8127,2460)  (8187,2461)  (8246,2461)  (7948,2340)  (8007,2340)  (8067,2340)  (8125,2340)  (8184,2341)  (8245,2341)  (7947,2520)  (8007,2521)  (8067,2520)  (8127,2520)  (8188,2520)  (8248,2520)  | overflowToLeft=false
Northeast Persia  (4250,1899)  (4190,1958)  (4190,1898)  (4309,1959)  (4250,1839)  (4310,1839)  (4310,1899)  (4188,1838)  (4130,1977)  (4130,1917)  | overflowToLeft=false
8 Sea Zone  (7430,689)  (7370,748)  (7370,688)  (7489,749)  (7430,629)  (7490,629)  (7490,689)  (7368,628)  (7429,808)  (7369,808)  (7310,748)  (7310,688)  (7549,749)  (7549,809)  (7489,809)  (7309,809)  (7550,571)  (7550,631)  (7308,628)  (7250,749)  (7250,689)  (7609,691)  (7609,751)  (7609,811)  (7249,833)  (7610,571)  (7610,631)  (7248,629)  | overflowToLeft=false
19 Sea Zone  (6751,1577)  (6691,1636)  (6691,1576)  (6810,1637)  (6751,1517)  (6811,1517)  (6811,1577)  (6689,1516)  (6631,1666)  (6631,1606)  (6870,1637)  (6871,1503)  (6871,1563)  (6629,1546)  (6930,1623)  (6931,1503)  (6931,1563)  | overflowToLeft=false
25 Sea Zone  (7452,1409)  (7512,1409)  (7571,1409)  (7452,1469)  (7512,1468)  (7572,1469)  (7453,1349)  (7512,1348)  (7572,1347)  (7454,1528)  (7514,1527)  (7574,1529)  (7453,1586)  (7513,1587)  (7573,1588)  | overflowToLeft=false
Slovakia Hungary  (3159,1147)  (3176,1206)  (3217,1147)  (3276,1146)  (3335,1146)  | overflowToLeft=false
66 Sea Zone  (260,2055)  (200,2114)  (200,2054)  (319,2115)  (260,1995)  (320,1995)  (320,2055)  (198,1994)  (259,2174)  (199,2174)  (140,2114)  (140,2054)  (379,2115)  (379,2175)  (319,2175)  (139,2175)  (258,1935)  (318,1935)  (378,1935)  (380,1995)  (380,2055)  (138,1994)  (138,1934)  (198,1934)  (438,1877)  (259,2234)  (199,2234)  (80,2115)  (80,2055)  (439,2115)  (439,2175)  (439,2235)  (379,2235)  (319,2235)  (139,2235)  (79,2235)  (79,2175)  (258,1875)  (318,1875)  (378,1875)  (440,1937)  (440,1997)  (78,1995)  (78,1935)  (78,1875)  (138,1874)  (198,1874)  (438,1817)  (498,1817)  (498,1877)  (259,2294)  (199,2294)  (20,2115)  (20,2055)  | overflowToLeft=false
122 Sea Zone  (2113,301)  (2053,360)  (2053,300)  (2172,361)  (2113,241)  (2173,241)  (2173,301)  (2051,240)  (2065,420)  (2005,420)  (1993,360)  (1993,300)  (2232,361)  (2111,181)  (2171,181)  (2231,181)  (2233,241)  (2233,301)  (1991,240)  (1991,180)  (2051,180)  (2293,275)  | overflowToLeft=false
85 Sea Zone  (2112,2913)  (2052,2972)  (2052,2912)  (2171,2973)  (2112,2853)  (2172,2853)  (2172,2913)  (2050,2852)  (2111,3032)  (2051,3032)  (1992,2972)  (1992,2912)  (2231,2973)  (2231,3033)  (2171,3033)  (1991,3033)  (2110,2793)  (2170,2793)  (2230,2793)  (2232,2853)  (2232,2913)  (1990,2852)  (1990,2792)  (2050,2792)  (2111,3092)  (2051,3092)  (2254,3093)  (2194,3093)  (1991,3093)  (2110,2733)  (2170,2733)  (2230,2733)  (1972,2732)  (2032,2732)  (2134,3152)  (2074,3152)  (2254,3153)  (2194,3153)  (2014,3153)  (2092,2673)  (2152,2673)  (2212,2673)  (1972,2672)  (2032,2672)  (2134,3212)  (2074,3212)  (2254,3213)  (2194,3213)  (2014,3213)  (1972,2612)  (2032,2612)  | overflowToLeft=false
50 Sea Zone  (7474,2894)  (7533,2894)  (7592,2895)  (7650,2895)  (7709,2894)  (7769,2895)  (7826,2894)  (7474,2834)  (7534,2834)  (7594,2834)  (7654,2835)  (7712,2834)  (7771,2834)  (7828,2833)  (7474,2953)  (7533,2953)  (7593,2953)  (7651,2953)  (7709,2953)  (7768,2954)  (7828,2953)  (7533,3013)  (7592,3013)  (7651,3013)  (7710,3013)  (7768,3013)  (7828,3013)  | overflowToLeft=false
91 Sea Zone  (685,1655)  (745,1655)  (805,1655)  (686,1714)  (745,1715)  (804,1715)  (684,1773)  (744,1774)  (804,1774)  (864,1715)  (864,1775)  (923,1714)  (922,1774)  (983,1714)  (982,1774)  | overflowToLeft=false
Archangel  (3670,216)  (3610,275)  (3610,215)  (3691,276)  (3679,156)  (3739,147)  (3631,335)  (3799,103)  | overflowToLeft=false
116 Sea Zone  (2930,702)  (2990,701)  | overflowToLeft=false
Marianas  (6864,1899)  (6864,1958)  | overflowToLeft=false
Angola  (2961,3473)  (2900,3474)  (3021,3473)  | overflowToLeft=false
124 Sea Zone  (1004,194)  (944,231)  (944,171)  (1064,209)  (920,111)  (884,287)  (884,227)  (1124,214)  (862,19)  (1212,76)  (1218,136)  (731,188)  | overflowToLeft=false
Siam  (5320,2438)  (5377,2498)  (5317,2498)  (5272,2378)  (5332,2378)  (5437,2523)  (5377,2558)  (5317,2558)  (5289,2318)  (5349,2318)  (5446,2583)  (5459,2643)  | overflowToLeft=false
93 Sea Zone  (1773,1776)  (1832,1776)  (1892,1776)  (1951,1776)  (1774,1836)  (1833,1835)  (1893,1835)  (1951,1834)  (1773,1715)  (1833,1715)  (1891,1715)  (1774,1894)  (1832,1894)  (1892,1894)  (1951,1894)  (1774,1954)  (1834,1954)  (1894,1954)  (1953,1953)  | overflowToLeft=false
Shantung  (5927,1329)  (5867,1360)  (5943,1389)  (5921,1269)  (5981,1269)  (5883,1420)  (6041,1253)  (5979,1449)  (5972,1209)  | overflowToLeft=false
29 Sea Zone  (9045,2101)  (8985,2101)  (8924,2100)  (9106,2102)  (8924,2160)  (8984,2160)  (9043,2160)  (9104,2162)  (8924,2039)  (8983,2040)  (9042,2040)  (9102,2042)  (8925,2220)  (8985,2219)  (9042,2220)  (9103,2222)  | overflowToLeft=false
Tibet  (5042,1679)  (4982,1738)  (4982,1678)  (5101,1739)  (5042,1619)  (5102,1619)  (5102,1679)  (4980,1618)  (5041,1798)  (4922,1709)  (5161,1739)  (5161,1799)  (5101,1799)  (5040,1559)  (5100,1559)  (5162,1671)  (4920,1649)  (4920,1589)  (4980,1558)  (5221,1731)  (5221,1791)  (4860,1611)  (4860,1551)  (5281,1809)  | overflowToLeft=false
Portugal  (2011,1528)  (2020,1469)  | overflowToLeft=false
Yaroslavl  (3979,376)  (3919,435)  (3967,316)  (4027,316)  (4039,376)  | overflowToLeft=false
Tanganyika Territory  (3422,3210)  (3362,3269)  (3362,3209)  (3481,3270)  (3422,3150)  (3482,3150)  (3482,3210)  (3360,3149)  (3302,3278)  (3302,3218)  (3541,3270)  (3542,3167)  (3300,3158)  | overflowToLeft=false
47 Sea Zone  (6960,2810)  (7020,2809)  (6960,2749)  (7019,2749)  (7080,2749)  (7080,2808)  | overflowToLeft=false
Greece  (3308,1735)  (3249,1735)  (3275,1592)  (3335,1592)  (3392,1592)  | overflowToLeft=false
Bessarabia  (3507,1142)  (3544,1241)  (3560,1301)  | overflowToLeft=false
3 Sea Zone  (7938,261)  (7878,320)  (7878,260)  (7997,321)  (7938,201)  (7998,201)  (7998,261)  (7876,200)  (7937,380)  (7877,380)  (7818,320)  (7818,260)  (8057,321)  (8057,381)  (7997,381)  (7817,381)  (7936,141)  (7996,141)  (8056,141)  (8058,201)  (8058,261)  (7816,200)  (7758,321)  (7758,261)  (7757,401)  (7991,81)  (8051,81)  (7756,201)  | overflowToLeft=false
Morocco  (2146,1911)  (2085,1911)  (2206,1910)  | overflowToLeft=false
65 Sea Zone  (7491,3584)  (7551,3583)  (7611,3582)  (7671,3582)  (7731,3583)  (7491,3644)  (7550,3642)  (7609,3642)  (7669,3642)  (7729,3643)  (7490,3523)  (7550,3522)  (7609,3521)  (7669,3521)  (7729,3522)  (7491,3703)  (7550,3702)  (7609,3703)  (7669,3701)  (7730,3703)  | overflowToLeft=false
Manilla  (6239,2152)  (6244,2211)  (6244,2269)  (6304,2268)  (6295,2328)  (6352,2328)  | overflowToLeft=false
60 Sea Zone  (4993,3363)  (4933,3422)  (4933,3362)  (5052,3423)  (4993,3303)  (5053,3303)  (5053,3363)  (4931,3302)  (4992,3482)  (4932,3482)  (4873,3422)  (4873,3362)  (5112,3423)  (5112,3483)  (5052,3483)  (4872,3483)  (5113,3257)  (5113,3317)  (4871,3302)  (4813,3423)  (4813,3363)  (5172,3377)  (5172,3437)  (5172,3497)  (4812,3527)  (5173,3257)  (5173,3317)  (4811,3303)  (4753,3467)  (4753,3407)  (5232,3377)  (5232,3437)  (5232,3497)  (4752,3527)  (5233,3257)  (5233,3317)  (4751,3347)  (4751,3287)  | overflowToLeft=false
Gilbert Islands  (7704,2440)  | overflowToLeft=false
Iraq  (3845,2011)  (3785,2010)  (3905,2011)  (3855,2071)  (3915,2070)  | overflowToLeft=false
Chile  (867,2847)  (874,2745)  | overflowToLeft=false
Samara  (4421,719)  (4361,772)  (4361,712)  (4480,779)  (4421,659)  (4481,687)  (4353,652)  (4420,832)  (4496,839)  (4413,599)  (4310,592)  (4436,892)  (4516,899)  (4370,539)  (4430,539)  (4310,514)  (4456,952)  (4396,952)  (4543,959)  (4370,479)  (4430,479)  (4483,1012)  (4423,1012)  (4363,1012)  | overflowToLeft=false
106 Sea Zone  (1638,1211)  (1578,1270)  (1578,1210)  (1697,1271)  (1638,1151)  (1698,1151)  (1698,1211)  (1576,1150)  (1637,1330)  (1577,1330)  (1518,1270)  (1518,1210)  (1757,1271)  (1757,1331)  (1697,1331)  (1517,1331)  (1636,1091)  (1696,1091)  (1756,1091)  (1758,1151)  (1758,1211)  (1516,1150)  (1516,1090)  (1576,1090)  (1637,1390)  (1577,1390)  (1793,1391)  (1733,1391)  (1517,1391)  (1636,1031)  (1696,1031)  (1756,1031)  (1460,1030)  (1520,1030)  (1673,1450)  (1613,1450)  (1793,1451)  (1733,1451)  (1553,1451)  (1493,1451)  (1580,971)  (1640,971)  (1700,971)  (1760,971)  (1460,970)  (1520,970)  | overflowToLeft=false
Central India  (4715,2125)  (4655,2184)  (4655,2124)  (4767,2185)  (4715,2065)  (4775,2065)  (4775,2125)  (4707,2244)  (4647,2244)  (4681,2005)  (4741,2005)  (4695,2304)  (4684,1945)  (4744,1945)  (4681,1885)  (4741,1885)  (4705,1825)  | overflowToLeft=false
Borneo  (5838,2793)  (5778,2793)  (5898,2792)  (5885,2732)  (5790,2853)  (5849,2854)  | overflowToLeft=false
Buryatia  (5941,262)  (5881,321)  (5881,261)  (6000,322)  (5941,202)  (6001,202)  (6001,262)  (5879,201)  (5940,381)  (5880,381)  (5821,321)  (5821,261)  (6060,322)  (6007,382)  (5820,382)  (5939,142)  (5999,142)  (6059,142)  (6061,202)  (6061,262)  (5947,441)  (5887,441)  (6008,442)  (5827,442)  (5767,442)  (5760,382)  (5900,82)  (5960,82)  (6020,82)  (6080,82)  (6121,250)  (6121,310)  (5948,501)  (5888,501)  (5828,502)  (5768,502)  (5896,22)  (5956,22)  (6016,22)  (6076,22)  (5965,561)  (5905,561)  (5845,562)  (5785,562)  (5725,562)  (5780,622)  | overflowToLeft=false
114 Sea Zone  (2494,408)  (2554,408)  (2494,468)  (2554,468)  (2555,348)  (2554,290)  (2537,229)  | overflowToLeft=false
83 Sea Zone  (3619,2245)  (3591,2185)  (3570,2125)  (3631,2304)  (3640,2362)  | overflowToLeft=false
57 Sea Zone  (6217,3285)  (6157,3344)  (6157,3284)  (6231,3345)  (6217,3225)  (6277,3225)  (6277,3285)  (6155,3224)  (6171,3404)  (6111,3404)  (6097,3344)  (6097,3284)  (6337,3193)  (6337,3253)  (6095,3224)  (6397,3193)  (6397,3253)  | overflowToLeft=false
Victoria  (6959,3647)  (7084,3666)  | overflowToLeft=false
22 Sea Zone  (6622,1887)  (6683,1887)  (6743,1886)  (6622,1826)  (6681,1827)  (6742,1826)  (6623,1766)  (6682,1765)  (6741,1765)  (6621,1946)  (6681,1947)  (6742,1946)  (6619,2004)  (6617,2063)  (6617,2122)  (6675,2121)  (6733,2120)  (6793,2119)  | overflowToLeft=false
West Indies  (966,1596)  (905,1578)  (843,1549)  (781,1525)  (1026,1617)  | overflowToLeft=false
Ukraine  (3696,1151)  (3756,1151)  (3813,1151)  (3873,1151)  (3636,1211)  (3696,1210)  (3754,1210)  (3812,1211)  (3695,1270)  (3755,1270)  (3717,1329)  | overflowToLeft=false
Urals  (4632,737)  (4691,797)  (4631,797)  (4576,677)  (4636,677)  (4692,737)  (4744,857)  (4684,857)  (4624,857)  (4541,617)  (4601,617)  (4754,917)  (4694,917)  (4634,917)  (4528,557)  (4588,557)  (4648,557)  (4791,977)  (4731,977)  (4671,977)  (4611,977)  (4541,497)  (4601,497)  (4661,497)  (4745,1037)  (4685,1037)  | overflowToLeft=false
98 Sea Zone  (3020,1880)  (2960,1939)  (2960,1879)  (3080,1850)  (2900,1933)  (2900,1873)  (3140,1850)  (3200,1850)  | overflowToLeft=false
French West Africa  (2247,2467)  (2306,2467)  (2187,2467)  (2365,2466)  | overflowToLeft=false
132 Sea Zone  (5567,2807)  (5568,2867)  (5508,2807)  (5508,2864)  (5508,2747)  (5447,2718)  (5386,2680)  (5325,2634)  (5574,2927)  | overflowToLeft=false
75 Sea Zone  (4220,3681)  (4160,3740)  (4160,3680)  (4279,3741)  (4220,3621)  (4280,3621)  (4280,3681)  (4158,3620)  (4100,3796)  (4100,3736)  (4339,3741)  (4340,3587)  (4340,3647)  (4098,3676)  (4098,3616)  (4040,3796)  (4040,3736)  (4399,3707)  (4399,3767)  (4400,3587)  (4400,3647)  (4038,3676)  (4038,3616)  | overflowToLeft=false
Caroline Islands  (7193,2323)  (7253,2323)  (7194,2382)  | overflowToLeft=false
Eastern Sinkiang  (4957,1453)  (4898,1453)  (5017,1453)  | overflowToLeft=false
Trans-Jordan  (3625,1978)  (3685,1977)  (3624,2037)  (3683,2036)  | overflowToLeft=false
Peru  (818,2423)  (758,2456)  (758,2396)  (877,2483)  (878,2382)  (938,2401)  (731,2265)  | overflowToLeft=false
Vyborg  (3324,447)  (3405,373)  | overflowToLeft=false
Turkmenistan  (4392,1696)  (4332,1683)  (4449,1756)  (4452,1695)  | overflowToLeft=false
Germany  (2916,935)  (2976,935)  (3035,934)  (2976,994)  (3035,994)  (3095,992)  (2976,1053)  (3035,1053)  (3094,1052)  | overflowToLeft=false
67 Sea Zone  (459,2877)  (399,2936)  (399,2876)  (518,2937)  (459,2817)  (519,2817)  (519,2877)  (397,2816)  (458,2996)  (398,2996)  (339,2936)  (339,2876)  (578,2937)  (578,2997)  (518,2997)  (338,2997)  (457,2757)  (517,2757)  (577,2757)  (579,2817)  (579,2877)  (337,2816)  (337,2756)  (397,2756)  (637,2699)  (458,3056)  (398,3056)  (279,2937)  (279,2877)  (638,2937)  (638,2997)  (638,3057)  (578,3057)  (518,3057)  (338,3057)  (278,3057)  (278,2997)  (457,2697)  (517,2697)  (577,2697)  (639,2759)  (639,2819)  (277,2817)  (277,2757)  (277,2697)  (337,2696)  (397,2696)  (637,2639)  (697,2639)  (697,2699)  (458,3116)  (398,3116)  (219,2937)  (219,2877)  | overflowToLeft=false
Crete  (3352,1851)  | overflowToLeft=false
Central Mongolia  (5552,912)  (5492,971)  (5492,911)  (5611,972)  (5552,852)  (5612,852)  (5612,912)  (5490,851)  (5551,1031)  (5491,1031)  (5614,1032)  (5550,792)  (5488,1091)  | overflowToLeft=false
101 Sea Zone  (3375,1784)  (3434,1814)  (3436,1753)  (3493,1815)  (3554,1785)  (3613,1782)  | overflowToLeft=false
Anglo-Egyptian Sudan  (3262,2494)  (3202,2553)  (3202,2493)  (3321,2554)  (3262,2434)  (3322,2434)  (3322,2494)  (3200,2433)  (3261,2613)  (3201,2613)  (3142,2553)  (3141,2614)  (3260,2374)  (3320,2374)  (3380,2374)  (3382,2434)  (3382,2494)  (3440,2316)  (3262,2673)  (3202,2673)  (3082,2554)  (3142,2674)  (3082,2674)  (3081,2614)  (3304,2314)  (3378,2314)  (3442,2376)  (3442,2436)  (3442,2496)  (3500,2311)  (3220,2733)  (3160,2734)  (3100,2734)  (3502,2371)  (3502,2431)  (3502,2491)  (3560,2310)  (3241,2793)  (3181,2794)  (3562,2370)  (3562,2430)  (3251,2853)  (3191,2854)  | overflowToLeft=false
Union of South Africa  (3203,3762)  (3143,3762)  (3263,3761)  | overflowToLeft=false
Kwangtung  (5776,2051)  (5716,2051)  (5717,2110)  (5776,2110)  | overflowToLeft=false
Fiji  (8469,2972)  | overflowToLeft=false
Gorky  (4224,293)  (4164,352)  (4164,292)  (4283,353)  (4224,233)  (4284,258)  (4162,232)  (4343,318)  | overflowToLeft=false
70 Sea Zone  (1812,3535)  (1752,3594)  (1752,3534)  (1871,3595)  (1812,3475)  (1872,3475)  (1872,3535)  (1750,3474)  (1811,3654)  (1751,3654)  (1692,3594)  (1692,3534)  (1931,3595)  (1931,3655)  (1871,3655)  (1691,3655)  (1810,3415)  (1870,3415)  (1930,3415)  (1932,3475)  (1932,3535)  (1690,3474)  (1690,3414)  (1750,3414)  (1990,3357)  (1811,3714)  (1751,3714)  (1632,3595)  (1632,3535)  (1991,3595)  (1991,3655)  (1991,3715)  (1931,3715)  (1871,3715)  (1691,3715)  (1631,3715)  (1631,3655)  (1810,3355)  (1870,3355)  (1930,3355)  (1992,3417)  (1992,3477)  (1630,3475)  (1630,3415)  (1630,3355)  (1690,3354)  (1750,3354)  (1990,3297)  (1811,3774)  (1751,3774)  (1999,3775)  (1939,3775)  (1879,3775)  (1691,3775)  (1631,3775)  | overflowToLeft=false
Jehol  (5865,1128)  (5873,1188)  (5904,1068)  (5813,1196)  (5964,1023)  (5753,1240)  (5902,1008)  (5815,1256)  (5755,1300)  (5863,948)  | overflowToLeft=false
104 Sea Zone  (804,1117)  (864,1117)  (922,1117)  (804,1177)  (864,1177)  (923,1176)  (804,1235)  (863,1237)  (923,1235)  (803,1295)  (862,1295)  (922,1295)  (801,1355)  (862,1354)  (921,1354)  | overflowToLeft=false
Formosa  (6051,1900)  | overflowToLeft=false
40 Sea Zone  (4776,2616)  (4835,2616)  (4834,2559)  (4834,2499)  (4835,2675)  | overflowToLeft=false
Central United States  (328,1023)  (387,1023)  (447,1023)  (328,1083)  (388,1083)  (447,1083)  (328,1143)  (387,1143)  (268,1023)  (268,1083)  (268,1142)  (446,1142)  | overflowToLeft=false
New Britain  (7191,2852)  (7251,2828)  | overflowToLeft=false
39 Sea Zone  (5037,2631)  (4977,2642)  (4977,2582)  (5096,2691)  (5037,2571)  (5097,2587)  (5156,2647)  (5156,2707)  (5172,2767)  | overflowToLeft=false
24 Sea Zone  (7356,1939)  (7295,1939)  (7416,1939)  (7295,1878)  (7356,1878)  (7355,1818)  (7294,1998)  (7353,1998)  (7414,1998)  (7294,2056)  (7354,2057)  (7413,2057)  (7294,2116)  (7353,2116)  (7411,2117)  | overflowToLeft=false
Dutch New Guinea  (6794,2882)  (6855,2849)  (6854,2909)  (6733,2882)  (6734,2822)  | overflowToLeft=false
95 Sea Zone  (2352,1606)  (2407,1478)  (2467,1465)  (2467,1525)  (2477,1585)  (2527,1477)  (2537,1537)  (2537,1597)  | overflowToLeft=false
Baltic States  (3331,681)  (3271,681)  (3390,681)  (3449,681)  (3314,739)  (3372,738)  (3327,796)  | overflowToLeft=false
Nigeria  (2554,2568)  (2494,2598)  (2613,2628)  (2614,2543)  | overflowToLeft=false
45 Sea Zone  (6230,2894)  (6276,2811)  (6408,2843)  (6408,2783)  (6290,2948)  (6350,2947)  (6409,2947)  | overflowToLeft=false
Sardinia  (2673,1571)  | overflowToLeft=false
Uruguay  (1166,2936)  | overflowToLeft=false
United Kingdom  (2263,749)  (2323,748)  (2382,747)  (2441,746)  (2262,688)  (2322,687)  (2379,688)  (2439,686)  (2202,689)  (2201,748)  (2322,627)  (2383,628)  (2439,626)  | overflowToLeft=false
French Equatorial Africa  (2789,2478)  (2848,2478)  (2907,2478)  (2789,2537)  (2849,2537)  (2908,2537)  | overflowToLeft=false
Switzerland  (2691,1196)  | overflowToLeft=false
Northern Australia  (6696,3326)  (6636,3327)  (6756,3326)  (6636,3387)  (6696,3385)  (6756,3386)  | overflowToLeft=false
Samoa  (8896,3127)  | overflowToLeft=false
Vologda  (3830,284)  (3770,343)  (3843,344)  (3798,224)  (3858,224)  (3918,196)  (3783,403)  (3978,199)  | overflowToLeft=false
62 Sea Zone  (5548,3681)  (5488,3740)  (5488,3680)  (5607,3741)  (5548,3621)  (5608,3621)  (5608,3681)  (5486,3620)  (5428,3796)  (5428,3736)  (5667,3741)  (5668,3587)  (5668,3647)  (5426,3676)  (5426,3616)  (5368,3796)  (5368,3736)  (5727,3707)  (5727,3767)  (5728,3587)  (5728,3647)  (5366,3676)  (5366,3616)  (5308,3796)  (5308,3736)  (5787,3707)  (5787,3767)  (5788,3587)  (5788,3647)  (5306,3676)  (5306,3616)  (5248,3796)  (5248,3736)  (5847,3707)  (5847,3767)  (5848,3587)  (5848,3647)  (5246,3676)  (5246,3616)  (5188,3796)  (5188,3736)  (5907,3707)  (5907,3767)  (5908,3587)  (5908,3647)  (5186,3676)  (5186,3616)  (5128,3796)  (5128,3736)  (5967,3707)  (5967,3767)  | overflowToLeft=false
Venezuela  (942,1990)  (1002,1991)  | overflowToLeft=false
Liberia  (2113,2531)  | overflowToLeft=false
New Brunswick Nova Scotia  (971,653)  | overflowToLeft=false
Normandy Bordeaux  (2338,1070)  (2338,1129)  (2431,957)  (2491,923)  (2338,1188)  (2311,1246)  (2292,1306)  | overflowToLeft=false
Penza  (4230,737)  (4170,770)  (4260,797)  (4249,677)  (4290,737)  | overflowToLeft=false
Aleutian Islands  (8036,471)  (8096,471)  (8184,465)  (8243,462)  (8300,443)  | overflowToLeft=false
37 Sea Zone  (5834,2417)  (5773,2416)  (5892,2416)  (5952,2416)  (5773,2476)  (5833,2477)  (5890,2476)  (5949,2476)  (5834,2356)  (5893,2357)  (5953,2355)  (5772,2534)  (5831,2536)  (5891,2534)  (5950,2535)  (5770,2593)  (5830,2594)  (5890,2594)  (5949,2595)  | overflowToLeft=false
